step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.727766513824463,0.0,0.0,3e-05,3.6428170204162598
300,2.009106397628784,0.0,0.13845454545454544,0.0029889165186613824,12.370764970779419
600,1.9656423330307007,0.0,0.13954545454545456,0.0029312252584644026,20.73614001274109
900,1.7009224891662598,0.0,0.26227272727272727,0.0028262802505665758,29.581383228302002
1200,0.6182210445404053,0.023,0.7037727272727273,0.0026779520437983317,38.26997399330139
1500,0.2842581272125244,0.4055,0.9090454545454546,0.0024917112325092902,47.999263048172
1800,0.03561581298708916,0.9845,0.9983636363636363,0.002274426691825128,56.859992027282715
2100,0.01276195514947176,0.9965,0.9996818181818182,0.0020341122419518937,66.75891923904419
2400,0.007853388786315918,0.9995,0.9999545454545454,0.0017796310849753703,75.10207200050354
2700,0.004999018739908934,0.999,0.9999090909090909,0.0015203689150246297,83.10344815254211
3000,0.0043313526548445225,0.9985,0.9998636363636364,0.0012658877580481063,92.29711699485779
3300,0.0031464037019759417,1.0,1.0,0.0010255733081748729,101.47478818893433
3600,0.0025654786732047796,1.0,1.0,0.0008082887674907099,111.01567196846008
3900,0.002300305524840951,1.0,1.0,0.0006220479562016685,121.41292405128479
4200,0.00211225263774395,1.0,1.0,0.00047371974943342433,131.27440404891968
4500,0.0018627950921654701,1.0,1.0,0.00036877474153559735,140.2439968585968
4800,0.0017312135314568877,1.0,1.0,0.00031108348133861787,149.00222897529602
4999,0.0016420333413407207,1.0,1.0,0.00030000027746700307,154.85930395126343
