step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,3.51784610748291
300,2.011334180831909,0.0,0.13368181818181818,0.0029889165186613824,10.777663946151733
600,1.9763368368148804,0.0,0.1355,0.0029312252584644026,18.29146909713745
900,1.9250822067260742,0.0,0.17522727272727273,0.0028262802505665758,25.96151113510132
1200,1.905009388923645,0.0,0.18681818181818183,0.0026779520437983317,33.384451150894165
1500,1.540101170539856,0.0,0.272,0.0024917112325092902,41.73915410041809
1800,1.2790240049362183,0.0,0.39331818181818184,0.002274426691825128,49.717406272888184
2100,0.9318540692329407,0.0,0.5640909090909091,0.0020341122419518937,57.02845096588135
2400,0.49682140350341797,0.049,0.7382727272727273,0.0017796310849753703,64.57314920425415
2700,0.42144274711608887,0.077,0.773090909090909,0.0015203689150246297,72.58579707145691
3000,0.3720671236515045,0.0955,0.7905454545454546,0.0012658877580481063,79.9144721031189
3300,0.3509005308151245,0.1205,0.8037727272727273,0.0010255733081748729,87.28599214553833
3600,0.3337133228778839,0.137,0.8140454545454545,0.0008082887674907099,94.61941123008728
3900,0.32245129346847534,0.152,0.8264545454545454,0.0006220479562016685,102.46899509429932
4200,0.3111397325992584,0.1815,0.8436818181818182,0.00047371974943342433,110.38712406158447
4500,0.2808800935745239,0.221,0.8588181818181818,0.00036877474153559735,117.7692642211914
4800,0.27647268772125244,0.2525,0.871,0.00031108348133861787,125.02389121055603
4999,0.26420629024505615,0.2795,0.8779090909090909,0.00030000027746700307,131.58058524131775
