step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.7261128425598145,0.0,0.0,3e-05,10.664320945739746
300,2.2230193614959717,0.0,0.0895,0.0029889165186613824,24.490290880203247
600,1.9834785461425781,0.0,0.13654545454545455,0.0029312252584644026,37.070680141448975
900,1.0394529104232788,0.0005,0.4908181818181818,0.0028262802505665758,49.48940110206604
1200,0.6665695309638977,0.009,0.6411363636363636,0.0026779520437983317,61.25548601150513
1500,0.5271995663642883,0.0325,0.6991363636363637,0.0024917112325092902,71.8397810459137
1800,0.2160981446504593,0.574,0.9500454545454545,0.002274426691825128,82.83672595024109
2100,0.06588698923587799,0.996,0.9995909090909091,0.0020341122419518937,93.62933397293091
2400,0.034403882920742035,0.9975,0.9996363636363637,0.0017796310849753703,104.5453519821167
2700,0.021857628598809242,0.9995,0.9999545454545454,0.0015203689150246297,114.42309188842773
3000,0.016317998990416527,0.999,0.9999090909090909,0.0012658877580481063,126.26818299293518
3300,0.012938518077135086,0.9995,0.9999545454545454,0.0010255733081748729,138.78818607330322
3600,0.010691389441490173,0.9995,0.9999545454545454,0.0008082887674907099,151.02437615394592
3900,0.009304653853178024,1.0,1.0,0.0006220479562016685,164.9330461025238
4200,0.008267386816442013,1.0,1.0,0.00047371974943342433,177.9833300113678
4500,0.00727740116417408,1.0,1.0,0.00036877474153559735,191.6718089580536
4800,0.0070082624442875385,1.0,1.0,0.00031108348133861787,206.06207704544067
4999,0.006661643739789724,1.0,1.0,0.00030000027746700307,214.72084093093872
