step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.731954097747803,0.0,0.0,3e-05,6.105051755905151
300,2.0084800720214844,0.0,0.1335,0.0029889165186613824,17.487741947174072
600,1.968693733215332,0.0,0.1373181818181818,0.0029312252584644026,28.323758840560913
900,1.9589471817016602,0.0,0.13436363636363635,0.0028262802505665758,38.51029872894287
1200,1.3749793767929077,0.0,0.2847727272727273,0.0026779520437983317,48.00332975387573
1500,1.1006587743759155,0.0,0.3942727272727273,0.0024917112325092902,57.372498750686646
1800,1.0460597276687622,0.0,0.42922727272727274,0.002274426691825128,67.24531483650208
2100,0.5415298938751221,0.035,0.7163636363636363,0.0020341122419518937,77.64092493057251
2400,0.47381117939949036,0.0525,0.7381818181818182,0.0017796310849753703,88.59577870368958
2700,0.4606587588787079,0.0605,0.7395454545454545,0.0015203689150246297,103.59461879730225
3000,0.43779096007347107,0.062,0.7459545454545454,0.0012658877580481063,118.7147536277771
3300,0.4438267946243286,0.053,0.7430454545454546,0.0010255733081748729,134.01249885559082
3600,0.4363064765930176,0.0635,0.7447727272727273,0.0008082887674907099,149.3824508190155
3900,0.4281584322452545,0.0585,0.7485909090909091,0.0006220479562016685,163.94455671310425
4200,0.4224635064601898,0.067,0.7522272727272727,0.00047371974943342433,180.16807079315186
4500,0.40137967467308044,0.065,0.7561818181818182,0.00036877474153559735,195.73615264892578
4800,0.4228473901748657,0.0655,0.7568181818181818,0.00031108348133861787,210.0026879310608
4999,0.4098598062992096,0.072,0.7623636363636364,0.00030000027746700307,219.81519889831543
