step,train_loss,val_exact,val_token_acc,lr,elapsed_sec
0,4.724235534667969,0.0,0.0,3e-05,3.6971328258514404
300,2.0067005157470703,0.0,0.13304545454545455,0.0029889165186613824,11.93261981010437
600,1.9696286916732788,0.0,0.13395454545454547,0.0029312252584644026,19.980095148086548
900,1.874583125114441,0.0,0.18627272727272728,0.0028262802505665758,28.471464157104492
1200,0.8895316123962402,0.0035,0.5608181818181818,0.0026779520437983317,36.33433294296265
1500,0.31380242109298706,0.224,0.8682727272727273,0.0024917112325092902,44.44051003456116
1800,0.08472740650177002,0.913,0.9918636363636364,0.002274426691825128,52.40136098861694
2100,0.0177476666867733,0.993,0.9993181818181818,0.0020341122419518937,61.3025119304657
2400,0.00972569640725851,0.9995,0.9999545454545454,0.0017796310849753703,69.39857792854309
2700,0.007039057556539774,0.9995,0.9999545454545454,0.0015203689150246297,77.16460084915161
3000,0.005192659329622984,1.0,1.0,0.0012658877580481063,85.48302292823792
3300,0.004299136344343424,1.0,1.0,0.0010255733081748729,93.93308091163635
3600,0.0034191107843071222,1.0,1.0,0.0008082887674907099,104.36392307281494
3900,0.0031421117018908262,1.0,1.0,0.0006220479562016685,113.86891198158264
4200,0.002865607151761651,1.0,1.0,0.00047371974943342433,121.73675513267517
4500,0.0025143225211650133,1.0,1.0,0.00036877474153559735,128.1414830684662
4800,0.002446439815685153,1.0,1.0,0.00031108348133861787,134.34964203834534
4999,0.0021867677569389343,1.0,1.0,0.00030000027746700307,139.66131114959717
